open_time,open,high,low,close,volume
2021-01-12 07:00:00,36060.5,36060.5,35807.9,35815.6,10.423
2021-01-12 07:05:00,35815.5,35939.5,35717.3,35722.0,9.339
2021-01-12 07:10:00,35715.6,35849.5,35715.6,35723.4,3.884
2021-01-12 07:15:00,35735.1,35735.1,35720.0,35727.6,1.684
2021-01-12 07:20:00,35727.2,35850.0,35714.0,35831.6,3.474
2021-01-12 07:25:00,35834.2,35883.6,35759.3,35794.4,4.056
2021-01-12 07:30:00,35837.0,35879.9,35837.0,35869.7,1.814
2021-01-12 07:35:00,35870.6,36246.7,35869.4,36227.5,2.284
2021-01-12 07:40:00,36257.5,36615.1,36257.5,36590.3,2.422
2021-01-12 07:45:00,36523.4,36535.6,36418.1,36466.1,1.541
2021-01-12 07:50:00,36478.3,36526.0,36391.5,36402.9,1.514
2021-01-12 07:55:00,36508.8,36508.8,36372.8,36433.4,2.468
2021-01-12 08:00:00,36453.3,36496.1,36070.3,36070.3,2.071
2021-01-12 08:05:00,36106.7,36162.9,36015.4,36059.3,2.349
2021-01-12 08:10:00,36058.4,36229.4,36058.4,36108.3,2.77
2021-01-12 08:15:00,36111.3,36172.2,35836.1,35846.4,3.229
2021-01-12 08:20:00,35830.9,35902.2,35813.5,35880.2,3.215
2021-01-12 08:25:00,35877.3,36095.4,35823.8,36095.4,3.186
2021-01-12 08:30:00,36070.2,36098.5,35938.4,35969.1,2.174
2021-01-12 08:35:00,35953.2,36301.5,35948.0,36222.2,3.328
2021-01-12 08:40:00,36251.8,36276.9,36161.4,36171.7,2.006
2021-01-12 08:45:00,36177.1,36177.1,35510.8,35690.1,3.927
2021-01-12 08:50:00,35649.0,35791.3,35636.6,35768.5,3.069
2021-01-12 08:55:00,35796.3,35846.7,35726.2,35778.9,2.869
2021-01-12 09:00:00,35787.8,35886.9,35494.3,35586.1,3.105
2021-01-12 09:05:00,35534.9,35803.0,35482.2,35803.0,2.927
2021-01-12 09:10:00,35795.2,35985.8,35795.2,35922.5,2.794
2021-01-12 09:15:00,35923.2,36013.4,35748.5,35872.7,3.097
2021-01-12 09:20:00,35871.7,35871.7,35642.4,35692.8,2.613
2021-01-12 09:25:00,35724.0,35838.4,35675.8,35829.0,2.496
2021-01-12 09:30:00,35796.5,36113.2,35796.5,36058.6,2.488
2021-01-12 09:35:00,36064.1,36130.2,36019.4,36019.4,2.008
2021-01-12 09:40:00,36008.2,36047.6,36006.9,36045.8,2.078
2021-01-12 09:45:00,36046.3,36124.7,35945.4,35993.1,1.878
2021-01-12 09:50:00,35988.9,36089.3,35951.2,36010.2,2.231
2021-01-12 09:55:00,35981.7,35983.7,35861.4,35935.4,2.761
2021-01-12 10:00:00,35924.4,36105.7,35924.4,36080.1,2.08
2021-01-12 10:05:00,36098.2,36098.2,35555.8,35555.8,3.266
2021-01-12 10:10:00,35587.4,35636.3,35308.9,35337.2,2.289
2021-01-12 10:15:00,35324.9,35357.6,35243.6,35357.6,2.44
2021-01-12 10:20:00,35317.4,35317.4,35132.1,35144.5,1.95
2021-01-12 10:25:00,35152.7,35198.3,34859.8,34859.8,2.788
2021-01-12 10:30:00,34942.7,35136.4,34790.7,35029.7,2.216
2021-01-12 10:35:00,35034.9,35200.3,34926.2,35004.8,2.528
2021-01-12 10:40:00,34940.7,35127.1,34803.3,35084.9,2.173
2021-01-12 10:45:00,35136.1,35219.4,34961.8,34981.8,2.369
2021-01-12 10:50:00,35009.5,35218.6,34962.7,35217.8,2.4
2021-01-12 10:55:00,35206.0,35206.0,35034.2,35061.2,2.102
2021-01-12 11:00:00,35138.1,35239.8,35134.0,35239.8,2.281
2021-01-12 11:05:00,35292.8,35526.9,35231.1,35510.6,2.924
2021-01-12 11:10:00,35522.3,35522.3,35396.8,35460.8,1.283
2021-01-12 11:15:00,35450.1,35736.8,35450.1,35638.8,2.205
2021-01-12 11:20:00,35648.9,35729.0,35565.4,35698.9,1.628
2021-01-12 11:25:00,35698.9,35766.7,35527.7,35652.4,2.599
2021-01-12 11:30:00,35576.8,35675.3,35509.2,35509.2,2.179
2021-01-12 11:35:00,35471.3,35561.3,35367.9,35420.5,2.721
2021-01-12 11:40:00,35410.0,35410.0,35160.8,35250.1,2.146
2021-01-12 11:45:00,35261.7,35369.6,35180.4,35369.6,2.259
2021-01-12 11:50:00,35369.7,35443.8,35214.5,35344.5,2.432
2021-01-12 11:55:00,35374.3,35426.8,35255.7,35369.2,2.504
2021-01-12 12:00:00,35350.9,35861.0,35323.1,35581.7,3.463
2021-01-12 12:05:00,35501.0,35636.3,35501.0,35565.0,3.798
2021-01-12 12:10:00,35566.0,35632.4,35469.8,35631.4,2.485
2021-01-12 12:15:00,35474.4,35515.3,35389.5,35412.0,2.114
2021-01-12 12:20:00,35412.8,35432.1,35212.2,35235.4,2.051
2021-01-12 12:25:00,35239.6,35239.6,35226.5,35230.2,1.433
2021-01-12 12:30:00,35242.4,35248.9,35062.9,35062.9,2.298
2021-01-12 12:35:00,35042.4,35178.9,35042.4,35081.5,1.76
2021-01-12 12:40:00,35102.8,35184.8,34928.7,34950.2,2.459
2021-01-12 12:45:00,34946.2,35122.5,34848.2,34851.0,1.902
2021-01-12 12:50:00,34860.8,35179.9,34848.2,35159.1,3.991
2021-01-12 12:55:00,35145.0,35145.0,34979.2,34998.1,2.06
2021-01-12 13:00:00,34987.6,35293.4,34987.6,35102.3,3.411
2021-01-12 13:05:00,35120.0,35343.1,35120.0,35329.2,2.579
2021-01-12 13:10:00,35328.8,35340.4,35234.9,35268.2,1.954
2021-01-12 13:15:00,35194.2,35194.2,34890.9,34890.9,2.651
2021-01-12 13:20:00,34913.2,34941.7,34517.5,34533.0,2.491
2021-01-12 13:25:00,34524.4,34613.3,34361.0,34590.6,3.309
2021-01-12 13:30:00,34586.0,34587.5,34248.0,34285.4,2.917
2021-01-12 13:35:00,34287.6,34374.4,34135.1,34135.1,2.355
2021-01-12 13:40:00,34102.0,34106.2,33783.0,33869.1,2.504
2021-01-12 13:45:00,33882.3,34055.3,33632.6,33659.4,4.05
2021-01-12 13:50:00,33719.1,33993.5,33684.6,33809.8,3.297
2021-01-12 13:55:00,33752.0,33752.0,33214.4,33214.4,2.982
2021-01-12 14:00:00,33320.2,33831.6,33320.2,33802.0,3.203
2021-01-12 14:05:00,33831.1,33925.7,33468.6,33903.3,3.887
2021-01-12 14:10:00,33906.1,33916.1,33696.6,33806.0,3.394
2021-01-12 14:15:00,33747.1,33980.4,33714.5,33714.5,5.221
2021-01-12 14:20:00,33584.9,33661.9,33155.5,33175.0,3.355
2021-01-12 14:25:00,33270.2,33391.4,32712.0,32787.8,5.156
2021-01-12 14:30:00,32966.6,33252.4,32876.8,32902.1,7.016
2021-01-12 14:35:00,32735.5,33093.7,32520.4,33093.7,4.413
2021-01-12 14:40:00,33028.2,33332.1,32971.2,33176.3,5.905
2021-01-12 14:45:00,33205.9,33449.6,32936.8,33092.6,4.919
2021-01-12 14:50:00,32999.0,33900.0,32897.2,33396.6,6.273
2021-01-12 14:55:00,33361.1,33427.6,33311.3,33367.6,3.072
2021-01-12 15:00:00,33461.0,33826.7,33454.8,33624.9,2.979
2021-01-12 15:05:00,33624.8,33872.3,33624.8,33778.4,3.164
2021-01-12 15:10:00,33672.6,33831.1,33659.3,33659.3,2.33
2021-01-12 15:15:00,33660.5,34269.0,33599.8,33909.9,4.334
2021-01-12 15:20:00,33849.2,34233.8,33830.7,34156.1,2.029
2021-01-12 15:25:00,34183.3,34188.0,34003.3,34036.5,2.221
2021-01-12 15:30:00,34032.4,34032.5,33793.6,33804.5,2.863
2021-01-12 15:35:00,33735.6,34007.3,33663.9,33749.7,2.699
2021-01-12 15:40:00,33743.5,33889.5,33680.8,33808.0,2.458
2021-01-12 15:45:00,33810.8,34130.8,33774.3,34111.7,3.034
2021-01-12 15:50:00,34152.2,34152.2,33887.8,33887.8,2.029
2021-01-12 15:55:00,33865.6,33983.0,33765.9,33796.1,2.92
2021-01-12 16:00:00,33798.1,34313.9,33798.1,34313.9,2.146
2021-01-12 16:05:00,34376.4,34509.9,34282.5,34470.9,2.586
2021-01-12 16:10:00,34462.4,34480.2,34359.4,34390.4,2.673
2021-01-12 16:15:00,34382.2,34596.5,34266.7,34586.6,2.881
2021-01-12 16:20:00,34586.7,34748.8,34582.8,34582.8,2.188
2021-01-12 16:25:00,34582.9,34648.1,34505.2,34535.8,2.189
2021-01-12 16:30:00,34529.1,34529.1,34365.0,34464.5,2.461
2021-01-12 16:35:00,34463.6,34659.1,34385.0,34629.7,3.508
2021-01-12 16:40:00,34615.7,34711.1,34503.4,34631.5,2.199
2021-01-12 16:45:00,34664.3,34712.7,34560.9,34560.9,2.335
2021-01-12 16:50:00,34542.9,34806.3,34496.9,34773.2,2.455
2021-01-12 16:55:00,34770.7,34965.8,34770.7,34936.9,2.181
2021-01-12 17:00:00,34966.6,34966.6,34783.1,34786.6,2.711
2021-01-12 17:05:00,34787.0,35212.8,34787.0,35148.2,4.069
2021-01-12 17:10:00,35161.2,35301.1,35004.4,35028.3,3.296
2021-01-12 17:15:00,35060.1,35060.1,34913.0,34913.2,2.352
2021-01-12 17:20:00,34873.4,34873.4,34663.0,34676.5,3.067
2021-01-12 17:25:00,34673.4,34766.6,34561.2,34570.3,2.729
2021-01-12 17:30:00,34626.1,34888.3,34626.1,34770.0,2.807
2021-01-12 17:35:00,34734.6,34734.6,34603.3,34644.3,3.056
2021-01-12 17:40:00,34684.3,34691.7,34529.2,34685.3,2.509
2021-01-12 17:45:00,34586.1,34914.5,34586.1,34839.8,2.998
2021-01-12 17:50:00,34865.6,35072.3,34820.7,35061.2,3.473
2021-01-12 17:55:00,35009.3,35022.6,34891.4,34973.8,2.72
2021-01-12 18:00:00,34952.9,35022.8,34788.8,34814.2,2.878
2021-01-12 18:05:00,34816.6,35016.2,34791.1,34994.8,2.377
2021-01-12 18:10:00,34998.5,35453.1,34998.5,35326.2,3.278
2021-01-12 18:15:00,35417.2,35506.6,35264.5,35419.9,2.761
2021-01-12 18:20:00,35420.7,35420.7,35255.3,35297.0,2.76
2021-01-12 18:25:00,35298.6,35343.3,35234.9,35261.8,3.115
2021-01-12 18:30:00,35290.6,35308.7,35033.3,35088.0,2.629
2021-01-12 18:35:00,35066.2,35116.2,35028.3,35040.3,2.627
2021-01-12 18:40:00,35040.4,35056.7,34929.7,35010.5,2.605
2021-01-12 18:45:00,35011.9,35199.6,34888.9,34888.9,2.736
2021-01-12 18:50:00,34888.2,34948.0,34813.0,34948.0,2.26
2021-01-12 18:55:00,34949.6,35078.7,34943.7,34978.7,2.395
2021-01-12 19:00:00,34998.1,35000.1,34707.9,34748.7,2.579
2021-01-12 19:05:00,34748.3,34856.3,34675.1,34688.3,1.948
2021-01-12 19:10:00,34636.6,34853.0,34618.5,34824.7,2.318
2021-01-12 19:15:00,34830.9,34908.3,34762.0,34762.0,2.323
2021-01-12 19:20:00,34813.7,34846.7,34465.9,34586.3,3.225
2021-01-12 19:25:00,34569.7,34569.7,34459.3,34513.8,2.162
2021-01-12 19:30:00,34516.2,34644.9,34466.6,34485.7,2.412
2021-01-12 19:35:00,34473.4,34563.6,34369.5,34379.8,2.739
2021-01-12 19:40:00,34372.9,34377.2,34179.2,34218.4,2.878
2021-01-12 19:45:00,34217.5,34551.7,34137.5,34551.7,2.888
2021-01-12 19:50:00,34551.7,34582.3,34506.0,34538.4,2.525
2021-01-12 19:55:00,34538.4,34798.8,34538.4,34648.8,3.311
2021-01-12 20:00:00,34581.7,34628.7,34450.4,34450.4,2.893
2021-01-12 20:05:00,34478.5,34478.5,33544.7,34244.4,6.011
2021-01-12 20:10:00,34223.9,34347.7,34190.5,34347.7,2.283
2021-01-12 20:15:00,34262.4,34262.4,33988.0,34035.9,2.931
2021-01-12 20:20:00,34049.5,34078.1,33847.2,33847.2,3.018
2021-01-12 20:25:00,33843.4,34244.5,33832.5,34176.5,3.545
2021-01-12 20:30:00,34163.6,34598.5,33835.3,33835.3,7.156
2021-01-12 20:35:00,33847.3,33968.0,33695.2,33791.5,3.281
2021-01-12 20:40:00,33756.0,33938.6,33756.0,33895.2,3.558
2021-01-12 20:45:00,33905.9,34148.6,33880.5,34074.3,2.375
2021-01-12 20:50:00,34078.6,34091.2,33855.6,34091.2,2.54
2021-01-12 20:55:00,34069.5,34306.5,34069.5,34259.8,2.027
2021-01-12 21:00:00,34212.4,34426.9,34185.3,34339.8,2.063
2021-01-12 21:05:00,34349.5,34390.5,34271.9,34273.9,2.401
2021-01-12 21:10:00,34308.8,34390.0,34265.3,34370.4,2.402
2021-01-12 21:15:00,34311.2,34371.2,34255.0,34281.0,2.272
2021-01-12 21:20:00,34285.1,34358.8,34018.7,34018.7,2.38
2021-01-12 21:25:00,34009.8,34071.7,33690.6,34071.7,4.285
2021-01-12 21:30:00,34060.9,34061.4,33783.1,33845.9,3.028
2021-01-12 21:35:00,33850.2,33945.4,33815.1,33923.4,3.036
2021-01-12 21:40:00,33971.0,34207.1,33957.1,34204.0,2.585
2021-01-12 21:45:00,34205.4,34558.1,34205.4,34530.3,2.787
2021-01-12 21:50:00,34514.5,34817.1,34458.2,34735.6,2.914
2021-01-12 21:55:00,34736.6,34828.7,34659.8,34661.3,2.354
2021-01-12 22:00:00,34653.5,35180.3,34642.5,34933.1,5.432
2021-01-12 22:05:00,34912.2,34913.3,34831.0,34834.4,2.538
2021-01-12 22:10:00,34839.0,34839.0,34681.7,34737.4,2.815
2021-01-12 22:15:00,34736.8,34736.8,34640.4,34690.9,2.509
2021-01-12 22:20:00,34673.4,34673.4,34569.1,34583.8,1.999
2021-01-12 22:25:00,34609.5,34632.8,34324.9,34350.5,3.275
2021-01-12 22:30:00,34337.1,34462.2,34329.1,34452.6,1.99
2021-01-12 22:35:00,34439.9,34576.2,34214.2,34214.2,2.672
2021-01-12 22:40:00,34221.0,34282.2,34184.3,34188.7,2.426
2021-01-12 22:45:00,34188.9,34188.9,33827.1,33935.3,3.69
2021-01-12 22:50:00,33933.0,33933.0,33456.6,33523.6,5.106
2021-01-12 22:55:00,33488.0,33796.1,33353.3,33609.2,6.789
2021-01-12 23:00:00,33655.6,33663.1,33272.8,33530.0,3.198
2021-01-12 23:05:00,33574.9,33617.1,33319.8,33319.8,2.823
2021-01-12 23:10:00,33273.6,33962.9,33273.6,33945.9,2.511
2021-01-12 23:15:00,33928.6,33959.4,33600.0,33672.1,2.463
2021-01-12 23:20:00,33704.6,33713.0,33429.9,33471.4,2.785
2021-01-12 23:25:00,33464.2,33529.3,33320.8,33412.2,2.356
2021-01-12 23:30:00,33313.5,33708.9,33312.8,33345.2,3.002
2021-01-12 23:35:00,33410.3,33537.1,33302.0,33489.2,2.273
2021-01-12 23:40:00,33438.9,33854.3,33438.9,33789.2,2.862
2021-01-12 23:45:00,33762.4,33821.2,33614.3,33821.2,2.021
2021-01-12 23:50:00,33790.0,33917.6,33727.1,33904.2,2.132
2021-01-12 23:55:00,33878.9,34053.8,33678.4,34021.1,5.291
2021-01-13 00:00:00,33877.8,33877.8,33587.8,33599.5,1.95
2021-01-13 00:05:00,33488.9,33666.7,33488.9,33666.7,0.275
2021-01-13 00:10:00,33652.0,33799.9,33652.0,33750.0,0.554
2021-01-13 00:15:00,33806.7,33878.2,33528.7,33528.7,2.846
2021-01-13 00:20:00,33554.1,33556.6,33317.3,33342.3,2.895
2021-01-13 00:25:00,33429.8,33430.9,32904.4,33064.0,3.401
2021-01-13 00:30:00,33049.4,33192.0,33027.6,33181.2,3.341
2021-01-13 00:35:00,33103.8,33103.8,32788.8,32817.7,2.992
2021-01-13 00:40:00,32822.7,33125.1,32757.0,33125.1,3.033
2021-01-13 00:45:00,33135.7,33135.7,32647.3,32831.0,3.212
2021-01-13 00:50:00,32768.7,32969.1,32712.1,32712.1,2.493
2021-01-13 00:55:00,32738.9,32738.9,32346.7,32402.7,4.643
2021-01-13 01:00:00,32362.9,32901.3,32362.9,32895.2,4.762
2021-01-13 01:05:00,32899.5,32975.4,32872.6,32886.9,2.626
2021-01-13 01:10:00,32752.9,33117.8,32744.4,33031.6,2.616
2021-01-13 01:15:00,33093.1,33093.1,32817.8,32818.0,1.997
2021-01-13 01:20:00,32963.6,33050.7,32697.9,32794.9,3.178
2021-01-13 01:25:00,32748.8,32788.2,32483.0,32483.0,3.063
2021-01-13 01:30:00,32550.6,32816.8,32531.5,32744.2,3.283
2021-01-13 01:35:00,32771.3,32916.8,32771.3,32915.2,2.479
2021-01-13 01:40:00,32910.2,32912.4,32685.1,32685.1,2.617
2021-01-13 01:45:00,32729.6,33054.8,32729.6,33040.1,2.611
2021-01-13 01:50:00,33010.3,33170.0,32888.3,33146.9,3.125
2021-01-13 01:55:00,33158.4,33162.6,32995.5,33070.7,2.809
2021-01-13 02:00:00,33064.1,33466.3,33033.1,33451.4,3.243
2021-01-13 02:05:00,33463.0,33463.0,33298.8,33339.9,2.61
2021-01-13 02:10:00,33336.1,33337.1,33117.9,33121.5,2.158
2021-01-13 02:15:00,33178.3,33324.4,33102.1,33324.4,3.285
2021-01-13 02:20:00,33327.7,33327.7,32827.1,32853.0,3.078
2021-01-13 02:25:00,32855.8,32891.8,32715.1,32782.1,2.063
2021-01-13 02:30:00,32765.1,32786.4,32600.0,32693.5,2.977
2021-01-13 02:35:00,32679.1,32826.1,32621.6,32621.6,2.418
2021-01-13 02:40:00,32574.4,32798.6,32542.6,32761.2,2.978
2021-01-13 02:45:00,32751.2,32915.1,32632.3,32835.4,2.545
2021-01-13 02:50:00,32917.9,33076.5,32858.4,33064.0,2.67
2021-01-13 02:55:00,33070.1,33091.3,32974.8,32981.9,2.44
2021-01-13 03:00:00,32987.0,33473.0,32943.1,33473.0,3.462
2021-01-13 03:05:00,33377.3,33890.5,33359.7,33856.4,4.497
2021-01-13 03:10:00,33960.2,34186.1,33827.5,34015.5,4.541
2021-01-13 03:15:00,34018.9,34318.8,33923.3,33969.9,2.625
2021-01-13 03:20:00,33974.6,34039.2,33810.4,33937.4,2.774
2021-01-13 03:25:00,33932.2,34032.5,33873.5,33888.7,2.427
2021-01-13 03:30:00,33894.4,33998.8,33800.6,33925.8,2.214
2021-01-13 03:35:00,33919.5,34034.3,33796.6,33841.2,2.944
2021-01-13 03:40:00,33814.9,33954.4,33800.0,33824.7,2.605
2021-01-13 03:45:00,33823.4,33948.5,33691.9,33734.0,1.888
2021-01-13 03:50:00,33698.0,33785.6,33628.7,33675.4,2.524
2021-01-13 03:55:00,33676.9,33801.1,33641.8,33764.7,2.964
2021-01-13 04:00:00,33813.9,33862.8,33735.4,33752.6,2.818
2021-01-13 04:05:00,33750.0,33750.0,33436.3,33474.1,2.909
2021-01-13 04:10:00,33497.0,33605.4,33495.8,33605.4,2.328
2021-01-13 04:15:00,33529.6,33583.6,33380.8,33392.4,2.501
2021-01-13 04:20:00,33433.7,33561.9,33406.0,33470.0,2.408
2021-01-13 04:25:00,33469.5,33684.0,33460.9,33659.7,2.682
2021-01-13 04:30:00,33704.1,33704.1,33308.8,33340.8,3.988
2021-01-13 04:35:00,33310.7,33362.3,33237.9,33307.8,3.082
2021-01-13 04:40:00,33297.5,33331.0,33133.2,33181.1,2.571
2021-01-13 04:45:00,33196.6,33283.7,33100.7,33130.8,2.574
2021-01-13 04:50:00,33119.4,33250.7,33066.9,33068.3,2.302
2021-01-13 04:55:00,33168.4,33272.1,33126.6,33126.6,2.147
2021-01-13 05:00:00,33126.6,33477.5,33126.6,33302.0,3.687
2021-01-13 05:05:00,33292.6,33477.5,33292.6,33333.6,2.618
2021-01-13 05:10:00,33362.4,33449.6,33326.0,33434.4,2.393
2021-01-13 05:15:00,33452.9,33452.9,33255.1,33272.1,2.3
2021-01-13 05:20:00,33250.3,33276.8,33013.3,33013.3,2.311
2021-01-13 05:25:00,33042.8,33042.8,32934.7,32991.2,2.384
2021-01-13 05:30:00,33013.6,33099.5,32743.0,33066.6,2.972
2021-01-13 05:35:00,33037.6,33233.9,33037.6,33123.5,2.706
2021-01-13 05:40:00,33140.9,33183.4,33038.5,33038.5,2.551
2021-01-13 05:45:00,33037.1,33037.1,32833.5,32886.1,2.978
2021-01-13 05:50:00,32927.4,33010.0,32762.3,33010.0,3.295
2021-01-13 05:55:00,33010.0,33269.1,33010.0,33269.1,2.409
2021-01-13 06:00:00,33267.0,33383.5,33189.8,33225.2,1.954
2021-01-13 06:05:00,33242.7,33537.2,33210.7,33500.0,2.077
2021-01-13 06:10:00,33476.6,33484.2,33325.2,33477.6,2.417
2021-01-13 06:15:00,33475.5,33711.6,33432.7,33703.1,2.81
2021-01-13 06:20:00,33678.8,33817.2,33678.8,33707.9,3.602
2021-01-13 06:25:00,33712.4,33832.3,33642.4,33780.9,2.275
2021-01-13 06:30:00,33835.8,33893.2,33604.2,33611.4,2.977
2021-01-13 06:35:00,33612.1,33682.6,33606.2,33665.5,2.23
2021-01-13 06:40:00,33713.4,33930.9,33713.4,33930.9,2.159
2021-01-13 06:45:00,33958.4,34130.1,33919.6,34130.1,2.302
2021-01-13 06:50:00,34132.9,34195.6,33890.7,33895.1,1.946
2021-01-13 06:55:00,33890.2,33978.3,33724.2,33724.2,2.986
2021-01-13 07:00:00,33762.3,33832.1,33708.3,33771.7,2.158
2021-01-13 07:05:00,33793.1,33872.9,33730.8,33802.0,1.941
2021-01-13 07:10:00,33802.4,33977.9,33752.4,33906.6,1.796
2021-01-13 07:15:00,33882.9,33882.9,33775.4,33879.5,1.972
2021-01-13 07:20:00,33870.5,34060.6,33816.2,34056.6,2.313
2021-01-13 07:25:00,34025.8,34619.2,34025.8,34570.5,4.236
2021-01-13 07:30:00,34592.4,34756.4,34520.2,34707.1,3.352
2021-01-13 07:35:00,34694.5,34788.7,34623.9,34663.7,2.515
2021-01-13 07:40:00,34681.6,34850.0,34621.7,34794.3,2.473
2021-01-13 07:45:00,34802.7,35063.6,34802.7,34968.6,2.802
2021-01-13 07:50:00,34955.1,35054.4,34821.9,35054.4,2.085
2021-01-13 07:55:00,35112.7,35116.0,34895.1,34938.4,3.586
2021-01-13 08:00:00,34951.6,35014.3,34641.2,34699.6,2.892
2021-01-13 08:05:00,34700.0,34857.3,34699.8,34755.9,2.329
2021-01-13 08:10:00,34757.4,34842.3,34611.8,34669.4,2.885
2021-01-13 08:15:00,34674.4,34820.2,34645.7,34647.6,2.43
2021-01-13 08:20:00,34635.2,34645.4,34541.6,34611.0,2.719
2021-01-13 08:25:00,34610.6,34732.6,34609.1,34638.4,2.572
2021-01-13 08:30:00,34608.4,34735.5,34300.0,34543.6,2.844
2021-01-13 08:35:00,34518.7,34554.8,34420.7,34428.8,2.896
2021-01-13 08:40:00,34457.8,34543.4,34432.6,34513.6,2.542
2021-01-13 08:45:00,34570.9,34693.1,34497.8,34691.3,2.266
2021-01-13 08:50:00,34677.4,34776.6,34582.7,34582.7,2.557
2021-01-13 08:55:00,34581.8,34672.0,34492.1,34504.6,3.483
2021-01-13 09:00:00,34488.9,34765.4,34488.9,34732.3,2.678
2021-01-13 09:05:00,34740.5,34803.1,34717.1,34752.9,2.529
2021-01-13 09:10:00,34752.1,34839.5,34704.6,34729.2,2.271
2021-01-13 09:15:00,34761.8,34930.1,34761.8,34919.4,2.304
2021-01-13 09:20:00,34920.1,35054.7,34915.0,34957.3,2.215
2021-01-13 09:25:00,34959.0,34959.0,34686.4,34745.0,7.149
2021-01-13 09:30:00,34738.4,34756.9,34677.5,34692.7,2.257
2021-01-13 09:35:00,34681.1,34721.7,34518.5,34518.5,2.234
2021-01-13 09:40:00,34475.0,34575.7,34173.2,34262.7,3.603
2021-01-13 09:45:00,34258.4,34357.8,34191.5,34357.8,2.486
2021-01-13 09:50:00,34360.3,34393.6,34277.4,34304.7,1.945
2021-01-13 09:55:00,34324.3,34388.0,34303.4,34303.4,2.398
2021-01-13 10:00:00,34337.8,34593.7,34337.8,34557.9,3.321
2021-01-13 10:05:00,34600.0,34765.1,34600.0,34765.1,2.313
2021-01-13 10:10:00,34753.6,34840.9,34707.1,34762.7,2.688
2021-01-13 10:15:00,34756.3,34890.1,34756.3,34890.1,1.97
2021-01-13 10:20:00,34889.2,34889.7,34700.4,34749.7,2.501
2021-01-13 10:25:00,34744.8,34794.6,34697.5,34727.9,1.752
2021-01-13 10:30:00,34725.7,34980.0,34603.0,34603.0,2.885
2021-01-13 10:35:00,34540.1,34643.8,34495.0,34565.0,2.504
